StartDate,EndDate,Status,IPAddress,,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q24,Q25,Q26,Q27,Q28,Q29,Q31,RandomSurveyID
11/2/2022 21:49,11/2/2022 21:53,IP Address,69.137.152.83,,100,246,TRUE,11/2/2022 21:53,R_1KdR9GBwteczgpE,,,,,39.2514,-76.7979,anonymous,EN,0.899999976,25-34,Howard County,Some College,1994,I use removable storage that I keep in my house,Once a year or less frequently,More than a year ago,I don’t know,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code",I use a unique complex password for my accounts,I use a password manager,I have never received security awareness training.,No,I don't know,No,0,No,No,I don't know,Somewhat unlikely,Somewhat agree,Somewhat disagree,24792
11/2/2022 21:50,11/2/2022 22:05,IP Address,207.244.71.81,,100,904,TRUE,11/2/2022 22:05,R_qDFXpAbl6xv6u1H,,,,,39.6566,-75.5661,anonymous,EN,,25-34,Queen Annes County,Bachelor’s Degree,1988,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Weekly,Within in a week,Any action in which someone tries to convince another person to take an action which may not be in their best interests,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code",I use the same password for most of my accounts,I use a password manager,I have received security awareness training a year or more ago,No,No,No,0,Yes,No,Yes,Somewhat unlikely,Strongly agree,Somewhat agree,28721
11/2/2022 21:53,11/2/2022 22:10,IP Address,208.195.161.240,,100,983,TRUE,11/2/2022 22:10,R_1OOUiFF2gQ9sv1M,,,,,37.751,-97.822,anonymous,EN,1,18-24,Baltimore County,Graduate Degree,1998,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use keep multiple copies of my files on my computer","Weekly,Monthly",Within a year,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication on my important online accounts.,"An application on my phone that verifies I am logging in,A hardware security token (e.g., YubiKey or Google Titan)","I use passwords that are similar but different for all of my accounts,I use a unique complex password for my accounts",I remember my passwords,I have received security awareness training within the past year,No,No,No,0,No,No,No,Extremely unlikely,Strongly agree,Somewhat agree,27873
11/2/2022 22:07,11/2/2022 22:29,IP Address,104.171.171.78,,100,1354,TRUE,11/2/2022 22:29,R_1liYroR7xxVMVA8,,,,,39.0469,-77.4903,anonymous,EN,0.800000012,25-34,Fredrick County,Bachelor’s Degree,1978,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in a location other than my house,I use keep multiple copies of my files on my computer","Monthly,Once a year or less frequently",Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,An application on my phone that verifies I am logging in,I use passwords that are similar but different for all of my accounts,"I remember my passwords,I use a password manager",I have received security awareness training within the past year,No,No,No,0,Yes,I don't know,I don't know,Extremely likely,Strongly agree,Somewhat agree,52376
11/2/2022 23:10,11/2/2022 23:14,IP Address,23.105.173.220,,100,233,TRUE,11/2/2022 23:14,R_1K1QvTRJbxGsEsJ,,,,,38.9172,-77.0709,anonymous,EN,0.899999976,18-24,Montgomery County,Bachelor’s Degree,1999,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Monthly,Within a month,I don’t know,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code","I use passwords that are similar but different for all of my accounts,I use personal information (names of pets, children, or friends) as all or part of my password,I use a unique complex password for my accounts","I remember my passwords,I use a password manager",I have never received security awareness training.,No,No,No,0,Yes,No,I don't know,Neither likely nor unlikely,Somewhat agree,Somewhat disagree,39437
11/2/2022 23:05,11/2/2022 23:20,IP Address,208.200.3.132,,100,918,TRUE,11/2/2022 23:20,R_1QmB8fE7vAF69NW,,,,,39.085,-77.0932,anonymous,EN,1,35-44,Prince Georges County,Bachelor’s Degree,1980,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use keep multiple copies of my files on my computer","Monthly,Less often than monthly but at least once a year",Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When companies or individuals send out emails to promote or sell their products,When someone uses a different password for each web site they access,I do not use multifactor authentication.,I do not use multifactor authentication,"I use passwords that are similar but different for all of my accounts,I use a unique complex password for my accounts",I remember my passwords,I have received security awareness training within the past 6 months,No,No,No,0,No,No,No,Neither likely nor unlikely,Somewhat agree,Somewhat agree,41820
11/3/2022 0:06,11/3/2022 0:23,IP Address,138.197.221.252,,100,1014,TRUE,11/3/2022 0:23,R_qyfDyx5zruFOzLj,,,,,37.3417,-121.9753,anonymous,EN,1,25-34,Montgomery County,Bachelor’s Degree,1993,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in a location other than my house",Continuously,Within a month,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code",I use a unique complex password for my accounts,I use a password manager,I have received security awareness training within the past 6 months,No,No,No,0,Yes,No,Yes,Somewhat unlikely,Somewhat agree,Somewhat agree,22900
11/3/2022 0:24,11/3/2022 0:27,IP Address,216.93.0.190,,100,159,TRUE,11/3/2022 0:27,R_1ihayrAGAOZrKok,,,,,40.7149,-73.9893,anonymous,EN,0.899999976,35-44,Baltimore City,Graduate Degree,1982,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use removable storage that I keep in a location other than my house,I use keep multiple copies of my files on my computer",Weekly,Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code,A hardware security token (e.g., YubiKey or Google Titan)","I use the same password for all of my accounts,I use the same password for most of my accounts,I use passwords that are similar but different for all of my accounts,I use personal information (names of pets, children, or friends) as all or part of my password,I use a unique complex password for my accounts","I remember my passwords,I write my passwords down,I use a password manager",I have never received security awareness training.,No,No,No,0,Yes,No,No,Extremely likely,Strongly agree,Strongly agree,75787
11/3/2022 0:28,11/3/2022 0:39,IP Address,208.200.0.125,,100,640,TRUE,11/3/2022 0:39,R_0PuLc2lB2C9DsD7,,,,,39.085,-77.0932,anonymous,EN,1,25-34,Washington County,Bachelor’s Degree,1990,I use removable storage that I keep in a location other than my house,"Weekly,Monthly",Within a year,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code","I use the same password for most of my accounts,I use personal information (names of pets, children, or friends) as all or part of my password","I write my passwords down,I use a password manager",I have received security awareness training within the past month,Yes,No,No,0,Yes,Yes,No,Somewhat likely,Strongly agree,Somewhat agree,26517
11/3/2022 0:33,11/3/2022 0:41,IP Address,208.216.20.11,,100,461,TRUE,11/3/2022 0:41,R_2wAemtGwbppvUGN,,,,,28.5531,-81.7597,anonymous,EN,0.800000012,35-44,Washington County,Graduate Degree,1986,I use keep multiple copies of my files on my computer,Weekly,Within in a week,Any action in which someone tries to convince another person to take an action which may not be in their best interests,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,The Frequent changing of a passwords so it is harder for an attacker to guess,I do not use multifactor authentication.,I do not use multifactor authentication,I use the same password for all of my accounts,I remember my passwords,I have received security awareness training within the past month,No,I don't know,No,0,Yes,No,Yes,Extremely likely,Strongly agree,Strongly agree,26349
11/3/2022 0:36,11/3/2022 0:47,IP Address,208.200.2.250,,100,691,TRUE,11/3/2022 0:47,R_0Oh6VuUwQBNUG0F,,,,,39.085,-77.0932,anonymous,EN,1,65-75,Allegany County,Bachelor’s Degree,1952,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house",Daily,Within in a week,I don’t know,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,I use a unique complex password for my accounts,I write my passwords down,I have received security awareness training a year or more ago,No,No,No,0,No,No,No,Somewhat likely,Somewhat agree,Somewhat agree,76267
11/3/2022 0:31,11/3/2022 0:54,IP Address,208.200.3.23,,100,1392,TRUE,11/3/2022 0:54,R_2Qtj3jPxHI1X8Zj,,,,,39.085,-77.0932,anonymous,EN,1,35-44,Baltimore City,Bachelor’s Degree,1980,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Less often than monthly but at least once a year,Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,When someone uses a different password for each web site they access,I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code","I use passwords that are similar but different for all of my accounts,I use a unique complex password for my accounts",I remember my passwords,I have received security awareness training a year or more ago,No,No,No,0,No,No,No,Extremely unlikely,Strongly agree,Somewhat agree,21159
11/3/2022 0:32,11/3/2022 0:57,IP Address,208.218.228.141,,100,1491,TRUE,11/3/2022 0:57,R_22zRL9nBHp2oJ4o,,,,,32.9569,-96.6746,anonymous,EN,1,25-34,Anne Arundel County,Bachelor’s Degree,1997,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Weekly,Within a month,I don’t know,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,I don’t know,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,An application on my phone that verifies I am logging in,I use a unique complex password for my accounts,I write my passwords down,I have never received security awareness training.,No,No,No,0,No,No,No,Somewhat likely,Somewhat agree,Somewhat agree,45918
11/3/2022 1:27,11/3/2022 1:33,IP Address,172.82.143.22,,100,324,TRUE,11/3/2022 1:33,R_Tc6ducRn2pcKftf,,,,,39.018,-77.539,anonymous,EN,0.899999976,35-44,Baltimore City,Bachelor’s Degree,1974,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use removable storage that I keep in a location other than my house,I use keep multiple copies of my files on my computer","Continuously,Daily,Weekly,Monthly,Less often than monthly but at least once a year,Once a year or less frequently",Within a month,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,When someone uses a different password for each web site they access,I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code,A hardware security token (e.g., YubiKey or Google Titan)","I use the same password for all of my accounts,I use the same password for most of my accounts,I use passwords that are similar but different for all of my accounts,I use personal information (names of pets, children, or friends) as all or part of my password,I use a unique complex password for my accounts","I remember my passwords,I write my passwords down,I use a password manager",I have received security awareness training within the past year,Yes,Yes,Yes,0,Yes,Yes,Yes,Extremely likely,Somewhat agree,Strongly agree,62912
11/3/2022 2:41,11/3/2022 2:59,IP Address,23.81.114.244,,100,1077,TRUE,11/3/2022 2:59,R_10YgZ0BTfP6zDBD,,,,,37.3881,-121.8756,anonymous,EN,1,25-34,Baltimore City,Bachelor’s Degree,1988,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use keep multiple copies of my files on my computer","Continuously,Monthly",Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code,A hardware security token (e.g., YubiKey or Google Titan)",I use the same password for most of my accounts,I remember my passwords,I have received security awareness training a year or more ago,No,No,No,0,Yes,No,Yes,Somewhat unlikely,Strongly agree,Strongly agree,53140
11/3/2022 3:06,11/3/2022 3:17,IP Address,191.96.80.238,,100,673,TRUE,11/3/2022 3:17,R_BSpQBygpB2TQewV,,,,,41.689,-87.7803,anonymous,EN,,45-54,Baltimore County,Associates Degree,1975,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use keep multiple copies of my files on my computer","Weekly,Monthly",Within in a week,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code",I use passwords that are similar but different for all of my accounts,I write my passwords down,I have received security awareness training within the past 6 months,No,No,No,0,Yes,No,No,Neither likely nor unlikely,Strongly agree,Strongly agree,76926
11/3/2022 3:42,11/3/2022 3:46,IP Address,141.242.191.253,,100,245,TRUE,11/3/2022 3:46,R_XhQvA3U0nm3CugF,,,,,39.0469,-77.4903,anonymous,EN,1,25-34,Washington County,Bachelor’s Degree,1992,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in a location other than my house,I use keep multiple copies of my files on my computer",Weekly,Within in a week,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"A hardware security token (e.g., YubiKey or Google Titan)",I use passwords that are similar but different for all of my accounts,"I remember my passwords,I write my passwords down",I have received security awareness training within the past year,Yes,Yes,No,0,No,No,No,Neither likely nor unlikely,Strongly agree,Strongly agree,20107
11/3/2022 3:46,11/3/2022 4:02,IP Address,74.122.59.128,,100,955,TRUE,11/3/2022 4:02,R_3G7ytWEjAqQhI5Q,,,,,39.0469,-77.4903,anonymous,EN,1,35-44,Howard County,Bachelor’s Degree,1985,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house",Weekly,Within in a week,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,The Frequent changing of a passwords so it is harder for an attacker to guess,I use multifactor authentication on my important online accounts.,"An application on my phone that verifies I am logging in,An application that generates a one-time code","I use the same password for most of my accounts,I use personal information (names of pets, children, or friends) as all or part of my password",I remember my passwords,I have received security awareness training within the past month,I don't know,No,No,0,Yes,No,Yes,Extremely unlikely,Strongly agree,Somewhat agree,24398
11/3/2022 4:59,11/3/2022 5:10,IP Address,71.206.2.142,,100,680,TRUE,11/3/2022 5:10,R_3gRgCc1l4MqCZYq,,,,,38.3378,-75.0873,anonymous,EN,1,25-34,Baltimore City,Associates Degree,1988,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use keep multiple copies of my files on my computer",Less often than monthly but at least once a year,Within a year,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone sends an email specifically designed to belittle the recipient,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,An application on my phone that verifies I am logging in,I use a unique complex password for my accounts,"I remember my passwords,I write my passwords down",I have never received security awareness training.,No,No,No,0,No,No,Yes,Somewhat unlikely,Somewhat agree,Neither agree nor disagree,44424
11/3/2022 4:50,11/3/2022 5:14,IP Address,202.182.68.197,,100,1436,TRUE,11/3/2022 5:14,R_UhbPgm9sKGvdfTH,,,,,40.7123,-74.0068,anonymous,EN,0.899999976,55-64,Saint Mary’s County,Graduate Degree,1961,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use keep multiple copies of my files on my computer","Daily,Weekly,Monthly",I don’t know,When a company makes a public announcement about something positive that has happened or is going to happen,I don’t know,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,I don’t know,I use multifactor authentication on my important online accounts.,An application on my phone that verifies I am logging in,"I use the same password for all of my accounts,I use the same password for most of my accounts",I write my passwords down,I have received security awareness training within the past month,I don't know,Yes,Yes,0,No,No,No,Neither likely nor unlikely,Somewhat agree,Neither agree nor disagree,40697
11/3/2022 5:45,11/3/2022 5:56,IP Address,208.200.4.3,,100,694,TRUE,11/3/2022 5:56,R_3j9BV0wTDPk7ELV,,,,,39.085,-77.0932,anonymous,EN,0.899999976,35-44,Baltimore City,Graduate Degree,1987,I do not back up my data,Weekly,Within a month,When a company makes a public announcement about something positive that has happened or is going to happen,I don’t know,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,An application that generates a one-time code,I use passwords that are similar but different for all of my accounts,I use a password manager,I have received security awareness training within the past year,I don't know,I don't know,No,0,No,No,I don't know,Somewhat likely,Somewhat agree,Neither agree nor disagree,77343
11/3/2022 5:54,11/3/2022 5:58,IP Address,107.77.202.67,,100,263,TRUE,11/3/2022 5:58,R_XoLt06Pqq227KQ9,,,,,39.2909,-76.6096,anonymous,EN,1,35-44,Prince Georges County,High School Diploma or GED,1983,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Weekly,Within in a week,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I do not use multifactor authentication.,I do not use multifactor authentication,I use the same password for most of my accounts,I write my passwords down,I have never received security awareness training.,No,No,No,0,No,No,No,Extremely likely,Neither agree nor disagree,Somewhat agree,69036
11/3/2022 5:57,11/3/2022 6:00,IP Address,71.191.40.10,,100,168,TRUE,11/3/2022 6:00,R_1kMjQbgazMzLX7B,,,,,39.0015,-77.0961,anonymous,EN,0.899999976,55-64,Montgomery County,Some College,1965,I do not back up my data,I do not back up my data,I do not back up my data,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I do not use multifactor authentication.,I do not use multifactor authentication,I use passwords that are similar but different for all of my accounts,I write my passwords down,I have never received security awareness training.,No,No,No,0,No,No,No,Somewhat likely,Neither agree nor disagree,Neither agree nor disagree,62613
11/3/2022 5:58,11/3/2022 6:10,IP Address,107.180.134.82,,100,737,TRUE,11/3/2022 6:10,R_2sT5IPRLvmKLQ3A,,,,,39.0469,-77.4903,anonymous,EN,1,25-34,Washington County,Bachelor’s Degree,1990,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Monthly,Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code,A hardware security token (e.g., YubiKey or Google Titan)",I use a unique complex password for my accounts,I remember my passwords,I have never received security awareness training.,Yes,Yes,No,0,Yes,No,No,Extremely unlikely,Somewhat agree,Somewhat agree,62021
11/3/2022 6:24,11/3/2022 6:28,IP Address,72.83.190.54,,100,272,TRUE,11/3/2022 6:28,R_2fDICv6cfXreyOg,,,,,38.7592,-76.9858,anonymous,EN,1,35-44,Prince Georges County,Bachelor’s Degree,1982,I use removable storage that I keep in my house,Less often than monthly but at least once a year,Within a year,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code,I use a unique complex password for my accounts,"I write my passwords down,I use a password manager",I have received security awareness training within the past year,No,No,No,0,Yes,No,Yes,Somewhat likely,Strongly agree,Strongly agree,31817
11/3/2022 6:46,11/3/2022 6:53,IP Address,157.51.199.227,,100,463,TRUE,11/3/2022 6:53,R_e9UFg3Ovb21PfjP,,,,,11.0142,76.9941,anonymous,EN,0.800000012,25-34,Kent County,Bachelor’s Degree,1996,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Monthly,Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",I don’t know,I don’t know,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,An application on my phone that verifies I am logging in,"I use personal information (names of pets, children, or friends) as all or part of my password",I write my passwords down,I have received security awareness training within the past 6 months,I don't know,I don't know,No,0,No,No,I don't know,Neither likely nor unlikely,Neither agree nor disagree,Somewhat agree,78228
11/3/2022 6:51,11/3/2022 6:59,IP Address,137.184.30.164,,100,472,TRUE,11/3/2022 6:59,R_1QlqXm4LeOIBYUx,,,,,40.793,-74.0247,anonymous,EN,1,25-34,Washington County,Bachelor’s Degree,1992,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use removable storage that I keep in a location other than my house,I use keep multiple copies of my files on my computer","Weekly,Less often than monthly but at least once a year,Once a year or less frequently",Within in a week,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When companies or individuals send out emails to promote or sell their products,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"I do not use multifactor authentication,An application on my phone that verifies I am logging in,An application that generates a one-time code,A hardware security token (e.g., YubiKey or Google Titan)","I use the same password for most of my accounts,I use passwords that are similar but different for all of my accounts,I use a unique complex password for my accounts","I remember my passwords,I write my passwords down",I have received security awareness training within the past year,Yes,No,No,0,Yes,No,No,Extremely likely,Somewhat agree,Strongly agree,57146
11/3/2022 7:00,11/3/2022 7:03,IP Address,73.250.140.92,,100,166,TRUE,11/3/2022 7:03,R_tVA49P0BeV2pJHH,,,,,39.3408,-76.4078,anonymous,EN,1,35-44,Baltimore County,Graduate Degree,1979,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Continuously,Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code","I use the same password for most of my accounts,I use passwords that are similar but different for all of my accounts","I remember my passwords,I write my passwords down",I have received security awareness training within the past year,No,Yes,No,0,No,No,Yes,Somewhat likely,Strongly agree,Somewhat agree,39933
11/3/2022 7:01,11/3/2022 7:04,IP Address,45.146.116.151,,100,198,TRUE,11/3/2022 7:05,R_UuNImkw1lmMSvnz,,,,,44.9399,-93.2548,anonymous,EN,1,25-34,Allegany County,Bachelor’s Degree,1987,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Continuously,Within a day,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,The Frequent changing of a passwords so it is harder for an attacker to guess,I use multifactor authentication on most of my online accounts.,Messages sent to my phone that contain a code,I use the same password for all of my accounts,I remember my passwords,I have never received security awareness training.,No,No,No,0,Yes,No,No,Extremely unlikely,Strongly agree,Strongly agree,44652
11/3/2022 7:05,11/3/2022 7:10,IP Address,172.58.203.177,,100,346,TRUE,11/3/2022 7:10,R_1gnf6Etz7vMSn1r,,,,,39.9739,-75.1456,anonymous,EN,1,35-44,Cecil County,Some College,1980,I use removable storage that I keep in my house,Less often than monthly but at least once a year,Within a year,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code",I use passwords that are similar but different for all of my accounts,I use a password manager,I have never received security awareness training.,No,I don't know,No,0,Yes,No,Yes,Somewhat likely,Somewhat agree,Somewhat disagree,59059
